Description,category,group,subcategory,size.group,size.overlap.category,size.category,size.overlap.term,size.term,k.K,p.adjust,qvalue,ENTREZIDs,SYMBOLs,ENSEMBLIDs
GOBP_OOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,85,0.011764705882352941,0.22833670607364415,0.16692944649300404,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,C5,AntiIL5,GO:BP,36,31,17949,1,85,0.011764705882352941,0.22833670607364415,0.16692944649300404,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,85,0.011764705882352941,0.22833670607364415,0.16692944649300404,553,AVPR1B,ENSG00000198049
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,C5,AntiIL5,GO:BP,36,31,17949,1,85,0.011764705882352941,0.22833670607364415,0.16692944649300404,83666,PARP9,ENSG00000138496
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,85,0.011764705882352941,0.22833670607364415,0.16692944649300404,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,C5,AntiIL5,GO:BP,36,31,17949,1,86,0.011627906976744186,0.23035498252783596,0.16840494194514322,83666,PARP9,ENSG00000138496
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,87,0.011494252873563218,0.2318806410575726,0.1695203006550308,2673,GFPT1,ENSG00000198380
GOBP_MEMBRANE_DEPOLARIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,87,0.011494252873563218,0.2318806410575726,0.1695203006550308,8326,FZD9,ENSG00000188763
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,C5,AntiIL5,GO:BP,36,31,17949,1,88,0.011363636363636364,0.2333895987179293,0.17062344990928813,83666,PARP9,ENSG00000138496
GOBP_VASCULAR_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,88,0.011363636363636364,0.2333895987179293,0.17062344990928813,553,AVPR1B,ENSG00000198049
GOBP_ATP_DEPENDENT_CHROMATIN_REMODELING,C5,AntiIL5,GO:BP,36,31,17949,1,89,0.011235955056179775,0.2348820675483042,0.17171454472293665,8370,H4C14,ENSG00000270882
GOBP_RESPONSE_TO_VITAMIN,C5,AntiIL5,GO:BP,36,31,17949,1,89,0.011235955056179775,0.2348820675483042,0.17171454472293665,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,C5,AntiIL5,GO:BP,36,31,17949,1,90,0.011111111111111112,0.23635825611576802,0.17279373757249347,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,C5,AntiIL5,GO:BP,36,31,17949,1,90,0.011111111111111112,0.23635825611576802,0.17279373757249347,553,AVPR1B,ENSG00000198049
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,91,0.01098901098901099,0.23685554217842233,0.17315728703685684,83666,PARP9,ENSG00000138496
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,91,0.01098901098901099,0.23685554217842233,0.17315728703685684,3627,CXCL10,ENSG00000169245
GOBP_POSITIVE_REGULATION_OF_VIRAL_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,91,0.01098901098901099,0.23685554217842233,0.17315728703685684,3434,IFIT1,ENSG00000185745
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,C5,AntiIL5,GO:BP,36,31,17949,1,91,0.01098901098901099,0.23685554217842233,0.17315728703685684,6262,RYR2,ENSG00000198626
GOBP_BLASTOCYST_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,92,0.010869565217391304,0.23829784120256,0.17421170435729874,7784,ZP3,ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,92,0.010869565217391304,0.23829784120256,0.17421170435729874,8370,H4C14,ENSG00000270882
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,93,0.010752688172043012,0.24020688721783717,0.17560734503259656,91543,RSAD2,ENSG00000134321
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,94,0.010638297872340425,0.24210426147185057,0.1769944528675952,50674,NEUROG3,ENSG00000122859
GOBP_REGULATION_OF_BIOMINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,95,0.010526315789473684,0.24399004062722868,0.17837308390781775,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,96,0.010416666666666666,0.24586430072313745,0.17974329374299455,553,AVPR1B,ENSG00000198049
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,C5,AntiIL5,GO:BP,36,31,17949,1,97,0.010309278350515464,0.24674211870366106,0.18038503756127997,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,97,0.010309278350515464,0.24674211870366106,0.18038503756127997,50674,NEUROG3,ENSG00000122859
GOBP_REGULATION_OF_LIPASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,97,0.010309278350515464,0.24674211870366106,0.18038503756127997,553,AVPR1B,ENSG00000198049
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,1,100,0.01,0.24687972052229445,0.1804856337195406,91543,RSAD2,ENSG00000134321
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,100,0.01,0.24687972052229445,0.1804856337195406,23136,EPB41L3,ENSG00000082397
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM,C5,AntiIL5,GO:BP,36,31,17949,1,98,0.01020408163265306,0.24687972052229445,0.1804856337195406,8349,H2BC21,ENSG00000184678
GOBP_DNA_METHYLATION_OR_DEMETHYLATION,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_MEGAKARYOCYTE_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,100,0.01,0.24687972052229445,0.1804856337195406,8370,H4C14,ENSG00000270882
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,2,411,0.004866180048661801,0.24687972052229445,0.1804856337195406,91543/8326,RSAD2/FZD9,ENSG00000134321/ENSG00000188763
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,91543,RSAD2,ENSG00000134321
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,7784,ZP3,ENSG00000188372
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,100,0.01,0.24687972052229445,0.1804856337195406,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,9722,NOS1AP,ENSG00000198929
GOBP_REPRODUCTIVE_SYSTEM_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,2,408,0.004901960784313725,0.24687972052229445,0.1804856337195406,8820/7784,HESX1/ZP3,ENSG00000163666/ENSG00000188372
GOBP_RESPONSE_TO_ALKALOID,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,6262,RYR2,ENSG00000198626
GOBP_SPINAL_CORD_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,99,0.010101010101010102,0.24687972052229445,0.1804856337195406,50674,NEUROG3,ENSG00000122859
GOBP_SYNAPSE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,2,412,0.0048543689320388345,0.24687972052229445,0.1804856337195406,8326/9722,FZD9/NOS1AP,ENSG00000188763/ENSG00000198929
GOBP_MUSCLE_HYPERTROPHY,C5,AntiIL5,GO:BP,36,31,17949,1,101,0.009900990099009901,0.2481850560279923,0.1814399215219736,6262,RYR2,ENSG00000198626
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,101,0.009900990099009901,0.2481850560279923,0.1814399215219736,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,2,418,0.004784688995215311,0.25015265819100657,0.18287837066857943,83666/3434,PARP9/IFIT1,ENSG00000138496/ENSG00000185745
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,103,0.009708737864077669,0.25123486283257923,0.18366953484413523,3579,CXCR2,ENSG00000180871
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,103,0.009708737864077669,0.25123486283257923,0.18366953484413523,4600,MX2,ENSG00000183486
GOBP_NUCLEOSIDE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,104,0.009615384615384616,0.25298265878211196,0.18494729090646592,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,105,0.009523809523809525,0.2547200450330129,0.1862174367809268,91543,RSAD2,ENSG00000134321
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,106,0.009433962264150943,0.2564470871338568,0.18748002038792255,5368,PNOC,ENSG00000168081
GOBP_ACUTE_INFLAMMATORY_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,107,0.009345794392523364,0.25718595675356476,0.18802018363530065,7784,ZP3,ENSG00000188372
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,107,0.009345794392523364,0.25718595675356476,0.18802018363530065,91543,RSAD2,ENSG00000134321
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,107,0.009345794392523364,0.25718595675356476,0.18802018363530065,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_CELL_CYCLE_ARREST,C5,AntiIL5,GO:BP,36,31,17949,1,108,0.009259259259259259,0.2579128060885906,0.18855155924838554,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,108,0.009259259259259259,0.2579128060885906,0.18855155924838554,55333,SYNJ2BP,ENSG00000213463
GOBP_RESPONSE_TO_CATECHOLAMINE,C5,AntiIL5,GO:BP,36,31,17949,1,108,0.009259259259259259,0.2579128060885906,0.18855155924838554,6262,RYR2,ENSG00000198626
GOBP_CHLORIDE_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,109,0.009174311926605505,0.2581444271321353,0.1887208897658477,53405,CLIC5,ENSG00000112782
GOBP_COLLAGEN_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,109,0.009174311926605505,0.2581444271321353,0.1887208897658477,55323,LARP6,ENSG00000166173
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,C5,AntiIL5,GO:BP,36,31,17949,1,109,0.009174311926605505,0.2581444271321353,0.1887208897658477,55333,SYNJ2BP,ENSG00000213463
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,C5,AntiIL5,GO:BP,36,31,17949,1,109,0.009174311926605505,0.2581444271321353,0.1887208897658477,4600,MX2,ENSG00000183486
GOBP_FEMALE_SEX_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,111,0.009009009009009009,0.25906379885307423,0.18939301215535154,7784,ZP3,ENSG00000188372
GOBP_MYOTUBE_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,111,0.009009009009009009,0.25906379885307423,0.18939301215535154,3627,CXCL10,ENSG00000169245
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,C5,AntiIL5,GO:BP,36,31,17949,2,437,0.004576659038901602,0.25906379885307423,0.18939301215535154,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,111,0.009009009009009009,0.25906379885307423,0.18939301215535154,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,111,0.009009009009009009,0.25906379885307423,0.18939301215535154,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_OSSIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,111,0.009009009009009009,0.25906379885307423,0.18939301215535154,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,1,110,0.00909090909090909,0.25906379885307423,0.18939301215535154,9722,NOS1AP,ENSG00000198929
GOBP_BONE_MINERALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,112,0.008928571428571428,0.2592716616692862,0.18954497381518887,8326,FZD9,ENSG00000188763
GOBP_GLIAL_CELL_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,112,0.008928571428571428,0.2592716616692862,0.18954497381518887,163175,LGI4,ENSG00000153902
GOBP_INTERFERON_GAMMA_PRODUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,112,0.008928571428571428,0.2592716616692862,0.18954497381518887,7784,ZP3,ENSG00000188372
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,112,0.008928571428571428,0.2592716616692862,0.18954497381518887,8326,FZD9,ENSG00000188763
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,114,0.008771929824561403,0.26251099585121995,0.19191314436163473,6262,RYR2,ENSG00000198626
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,C5,AntiIL5,GO:BP,36,31,17949,1,114,0.008771929824561403,0.26251099585121995,0.19191314436163473,55333,SYNJ2BP,ENSG00000213463
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,115,0.008695652173913044,0.2636363312214538,0.192735839992584,6262,RYR2,ENSG00000198626
GOBP_PLASMA_MEMBRANE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,115,0.008695652173913044,0.2636363312214538,0.192735839992584,23136,EPB41L3,ENSG00000082397
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,116,0.008620689655172414,0.26523051592805214,0.19390129593375124,6262,RYR2,ENSG00000198626
GOBP_ADULT_BEHAVIOR,C5,AntiIL5,GO:BP,36,31,17949,1,117,0.008547008547008548,0.26654128015534195,0.19485955249576772,163175,LGI4,ENSG00000153902
GOBP_MUSCLE_SYSTEM_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,2,453,0.004415011037527594,0.26654128015534195,0.19485955249576772,9722/6262,NOS1AP/RYR2,ENSG00000198929/ENSG00000198626
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,C5,AntiIL5,GO:BP,36,31,17949,2,454,0.004405286343612335,0.2669631338001535,0.1951679558034985,3434/1293,IFIT1/COL6A3,ENSG00000185745/ENSG00000163359
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,119,0.008403361344537815,0.2694713438097796,0.19700162554409664,3627,CXCL10,ENSG00000169245
GOBP_CELLULAR_RESPONSE_TO_HEAT,C5,AntiIL5,GO:BP,36,31,17949,1,120,0.008333333333333333,0.2705403263920866,0.19778312350753677,3627,CXCL10,ENSG00000169245
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,120,0.008333333333333333,0.2705403263920866,0.19778312350753677,53405,CLIC5,ENSG00000112782
GOBP_DNA_MODIFICATION,C5,AntiIL5,GO:BP,36,31,17949,1,121,0.008264462809917356,0.27159824515799963,0.1985565330791518,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,C5,AntiIL5,GO:BP,36,31,17949,1,121,0.008264462809917356,0.27159824515799963,0.1985565330791518,6262,RYR2,ENSG00000198626
GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,123,0.008130081300813009,0.27514753520475105,0.20115130215126176,9722,NOS1AP,ENSG00000198929
GOBP_REGULATION_OF_GENE_SILENCING_BY_RNA,C5,AntiIL5,GO:BP,36,31,17949,1,124,0.008064516129032258,0.2766655424922988,0.20226106728994675,8370,H4C14,ENSG00000270882
GOBP_EPITHELIAL_TUBE_FORMATION,C5,AntiIL5,GO:BP,36,31,17949,1,125,0.008,0.27768067958951276,0.20300320059241186,8820,HESX1,ENSG00000163666
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC,C5,AntiIL5,GO:BP,36,31,17949,1,125,0.008,0.27768067958951276,0.20300320059241186,8370,H4C14,ENSG00000270882
GOBP_T_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,2,474,0.004219409282700422,0.28006536614791117,0.20474656640554736,91543/7784,RSAD2/ZP3,ENSG00000134321/ENSG00000188372
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,127,0.007874015748031496,0.2801735908634048,0.20482568593111494,2673,GFPT1,ENSG00000198380
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,127,0.007874015748031496,0.2801735908634048,0.20482568593111494,91543,RSAD2,ENSG00000134321
GOBP_REGULATION_OF_TUBE_SIZE,C5,AntiIL5,GO:BP,36,31,17949,1,128,0.0078125,0.28165332475138466,0.2059074706477507,553,AVPR1B,ENSG00000198049
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,129,0.007751937984496124,0.283094670437172,0.2069611910139189,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_MULTICELLULAR_ORGANISM_GROWTH,C5,AntiIL5,GO:BP,36,31,17949,1,130,0.007692307692307693,0.283094670437172,0.2069611910139189,8820,HESX1,ENSG00000163666
GOBP_POLYOL_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,130,0.007692307692307693,0.283094670437172,0.2069611910139189,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_DNA_REPAIR,C5,AntiIL5,GO:BP,36,31,17949,1,130,0.007692307692307693,0.283094670437172,0.2069611910139189,83666,PARP9,ENSG00000138496
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,C5,AntiIL5,GO:BP,36,31,17949,1,130,0.007692307692307693,0.283094670437172,0.2069611910139189,83666,PARP9,ENSG00000138496
GOBP_FEMALE_GAMETE_GENERATION,C5,AntiIL5,GO:BP,36,31,17949,1,131,0.007633587786259542,0.28404824262725,0.2076583162401604,7784,ZP3,ENSG00000188372
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,131,0.007633587786259542,0.28404824262725,0.2076583162401604,200315/200315,APOBEC3A/APOBEC3A,ENSG00000128383/ENSG00000262156
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,133,0.007518796992481203,0.2869186619897376,0.20975678531078074,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_TRANSLATION,C5,AntiIL5,GO:BP,36,31,17949,1,133,0.007518796992481203,0.2869186619897376,0.20975678531078074,55323,LARP6,ENSG00000166173
GOBP_NEGATIVE_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,135,0.007407407407407408,0.290258461537487,0.21219840277776647,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,136,0.007352941176470588,0.2916666579081199,0.21322788877125973,7784,ZP3,ENSG00000188372
GOBP_B_CELL_DIFFERENTIATION,C5,AntiIL5,GO:BP,36,31,17949,1,137,0.0072992700729927005,0.2920579424929295,0.21351394404588755,8326,FZD9,ENSG00000188763
GOBP_ENDOTHELIUM_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,137,0.0072992700729927005,0.2920579424929295,0.21351394404588755,3627,CXCL10,ENSG00000169245
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,137,0.0072992700729927005,0.2920579424929295,0.21351394404588755,7784,ZP3,ENSG00000188372
GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,138,0.007246376811594203,0.2934469833115906,0.2145294260461425,8326,FZD9,ENSG00000188763
GOBP_DENDRITE_MORPHOGENESIS,C5,AntiIL5,GO:BP,36,31,17949,1,139,0.007194244604316547,0.29382012032600624,0.21480221422966986,50674,NEUROG3,ENSG00000122859
GOBP_HINDBRAIN_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,139,0.007194244604316547,0.29382012032600624,0.21480221422966986,50674,NEUROG3,ENSG00000122859
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS,C5,AntiIL5,GO:BP,36,31,17949,1,139,0.007194244604316547,0.29382012032600624,0.21480221422966986,3627,CXCL10,ENSG00000169245
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,140,0.007142857142857143,0.29468747174907023,0.215436306292469,553,AVPR1B,ENSG00000198049
GOBP_TUBE_FORMATION,C5,AntiIL5,GO:BP,36,31,17949,1,140,0.007142857142857143,0.29468747174907023,0.215436306292469,8820,HESX1,ENSG00000163666
GOBP_RESPONSE_TO_IONIZING_RADIATION,C5,AntiIL5,GO:BP,36,31,17949,1,142,0.007042253521126761,0.29790741034976326,0.2177902973681823,3627,CXCL10,ENSG00000169245
GOBP_DETECTION_OF_ABIOTIC_STIMULUS,C5,AntiIL5,GO:BP,36,31,17949,1,144,0.006944444444444444,0.29856936438568354,0.2182742301651473,79955,PDZD7,ENSG00000186862
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,C5,AntiIL5,GO:BP,36,31,17949,1,144,0.006944444444444444,0.29856936438568354,0.2182742301651473,8326,FZD9,ENSG00000188763
GOBP_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,C5,AntiIL5,GO:BP,36,31,17949,1,144,0.006944444444444444,0.29856936438568354,0.2182742301651473,553,AVPR1B,ENSG00000198049
GOBP_REGULATION_OF_GENE_SILENCING,C5,AntiIL5,GO:BP,36,31,17949,1,143,0.006993006993006993,0.29856936438568354,0.2182742301651473,8370,H4C14,ENSG00000270882
GOBP_RESPONSE_TO_CALCIUM_ION,C5,AntiIL5,GO:BP,36,31,17949,1,144,0.006944444444444444,0.29856936438568354,0.2182742301651473,6262,RYR2,ENSG00000198626
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,C5,AntiIL5,GO:BP,36,31,17949,1,144,0.006944444444444444,0.29856936438568354,0.2182742301651473,6262,RYR2,ENSG00000198626
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,C5,AntiIL5,GO:BP,36,31,17949,1,146,0.00684931506849315,0.30172017709295923,0.22057768557655635,91543,RSAD2,ENSG00000134321
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,C5,AntiIL5,GO:BP,36,31,17949,1,147,0.006802721088435374,0.30252497649372895,0.22116604791574618,23136,EPB41L3,ENSG00000082397
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY,C5,AntiIL5,GO:BP,36,31,17949,1,147,0.006802721088435374,0.30252497649372895,0.22116604791574618,8326,FZD9,ENSG00000188763
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,C5,AntiIL5,GO:BP,36,31,17949,1,149,0.006711409395973154,0.3036042281221898,0.22195505324066112,91543,RSAD2,ENSG00000134321
GOBP_CARDIAC_CONDUCTION,C5,AntiIL5,GO:BP,36,31,17949,1,149,0.006711409395973154,0.3036042281221898,0.22195505324066112,6262,RYR2,ENSG00000198626
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,C5,AntiIL5,GO:BP,36,31,17949,1,149,0.006711409395973154,0.3036042281221898,0.22195505324066112,7784,ZP3,ENSG00000188372
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,C5,AntiIL5,GO:BP,36,31,17949,1,148,0.006756756756756757,0.3036042281221898,0.22195505324066112,7784,ZP3,ENSG00000188372
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,C5,AntiIL5,GO:BP,36,31,17949,1,149,0.006711409395973154,0.3036042281221898,0.22195505324066112,6262,RYR2,ENSG00000198626
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,C5,AntiIL5,GO:BP,36,31,17949,1,151,0.006622516556291391,0.3046537019229423,0.22272228897634705,6262,RYR2,ENSG00000198626
GOBP_FATTY_ACID_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,150,0.006666666666666667,0.3046537019229423,0.22272228897634705,553,AVPR1B,ENSG00000198049
GOBP_MRNA_TRANSPORT,C5,AntiIL5,GO:BP,36,31,17949,1,151,0.006622516556291391,0.3046537019229423,0.22272228897634705,4600,MX2,ENSG00000183486
GOBP_REGULATION_OF_CELL_SHAPE,C5,AntiIL5,GO:BP,36,31,17949,1,151,0.006622516556291391,0.3046537019229423,0.22272228897634705,23136,EPB41L3,ENSG00000082397
